source_ip_token,destination_ip_token,protocol_token,packet_size_token,flow_direction_token,session_duration_token
192.168.1.239,18.188.243.248,0,0.043593130779392336,2,4.855559349060059
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.0963449478149414
192.168.1.239,18.188.243.248,0,0.08586525759577279,2,5.268920183181763
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,3.549456119537353
34.117.59.81,192.168.1.239,0,0.13738441215323646,0,3.6975290775299072
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,5.400369882583618
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,5.573663949966431
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,4.686240911483765
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.5442249774932861
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,6.47337818145752
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,0.8507781028747559
18.188.243.248,192.168.1.239,0,0.043593130779392336,0,5.094107866287232
192.168.1.239,18.188.243.248,0,0.10039630118890357,2,7.529535293579102
192.168.1.239,17.111.103.20,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,1.492919921875
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,1.6400158405303955
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,1.7770330905914309
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,2.0185868740081787
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.39080023765564
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,2.555354118347168
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,2.7042760848999023
18.188.243.248,192.168.1.239,0,0.043593130779392336,0,6.988139867782593
18.188.243.248,192.168.1.239,0,0.3916776750330251,0,7.534595012664795
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.4386909008026123
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.6473350524902335
192.168.1.239,18.188.243.248,0,0.043593130779392336,2,10.710199117660522
192.168.1.239,18.188.243.248,0,0.06406869220607662,2,11.09804916381836
34.117.59.81,192.168.1.239,0,0.9062087186261559,0,4.818157196044922
17.111.103.20,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,5.46119499206543
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,4.236321687698364
192.168.1.239,17.111.103.20,0,0.38507265521796563,2,4.381422758102417
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,6.011515855789185
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,6.170158863067627
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,6.614479064941406
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.7995812892913818
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,0.970696210861206
17.111.103.20,192.168.1.239,0,0.043593130779392336,0,2.1058449745178223
17.111.103.20,192.168.1.239,0,1.0,0,2.311354875564575
17.111.103.20,192.168.1.239,0,1.0,0,2.5061538219451904
17.111.103.20,192.168.1.239,0,0.6631439894319683,0,2.709948778152466
18.188.243.248,192.168.1.239,0,0.043593130779392336,0,12.23749303817749
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,6.946340799331665
192.168.1.239,17.33.202.253,0,0.0964332892998679,2,19.253910064697266
192.168.1.239,17.111.103.20,0,0.10501981505944517,2,7.373421669006348
192.168.1.239,17.33.202.253,0,0.32628797886393657,2,19.690273761749268
192.168.1.239,17.33.202.253,0,0.15323645970937913,2,19.85623979568481
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,2.639916181564331
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,2.7950360774993896
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.494171142578125
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,3.103755235671997
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,3.2585811614990234
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.9994170665740967
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,4.21667218208313
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,4.469758033752441
17.111.103.20,192.168.1.239,0,0.0772787318361955,0,5.665446758270264
17.33.202.253,192.168.1.239,0,0.24372523117569353,0,20.013052225112915
192.168.1.239,17.33.202.253,0,0.043593130779392336,2,21.98698401451111
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,10.124054670333862
192.168.1.239,17.111.103.20,0,0.3289299867899604,2,10.358468770980837
192.168.1.239,17.111.103.20,0,0.9735799207397622,2,10.533288955688477
192.168.1.239,17.111.103.20,0,0.3084544253632761,2,10.74646782875061
17.33.202.253,192.168.1.239,0,0.24372523117569353,0,21.29007887840271
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,5.863229036331177
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,6.033619165420532
17.33.202.253,192.168.1.239,0,0.043593130779392336,0,21.87077307701111
17.33.202.253,192.168.1.239,0,0.4299867899603699,0,22.05363893508911
192.168.1.239,17.33.202.253,0,0.043593130779392336,2,24.006272077560425
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,6.789554119110107
34.117.59.81,192.168.1.239,0,0.062087186261558784,0,7.026098966598511
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,7.82658314704895
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,8.072926044464111
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,8.009757995605469
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,8.71916913986206
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.8167271614074707
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,0.9860942363739014
17.111.103.20,192.168.1.239,0,0.043593130779392336,0,10.444469928741457
192.168.1.2,224.0.0.251,1,0.05019815059445178,2,51.99241900444031
17.111.103.20,192.168.1.239,0,1.0,0,10.916733980178831
17.111.103.20,192.168.1.239,0,1.0,0,11.095753908157349
17.111.103.20,192.168.1.239,0,1.0,0,11.313190937042236
17.111.103.20,192.168.1.239,0,1.0,0,11.596829891204834
17.111.103.20,192.168.1.239,0,1.0,0,11.829060792922974
17.111.103.20,192.168.1.239,0,1.0,0,12.075381994247437
17.111.103.20,192.168.1.239,0,1.0,0,12.236377716064451
17.111.103.20,192.168.1.239,0,1.0,0,12.392626762390137
17.111.103.20,192.168.1.239,0,1.0,0,12.565484762191772
17.111.103.20,192.168.1.239,0,1.0,0,12.802738904953005
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,16.862732648849487
192.168.1.239,17.57.21.63,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.605113029479981
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,3.737413883209229
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,3.905642032623291
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,4.05776309967041
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.932622194290161
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,5.149525165557861
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,5.353007078170776
17.111.103.20,192.168.1.239,0,1.0,0,14.806520700454712
17.111.103.20,192.168.1.239,0,1.0,0,14.951967000961304
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,19.007364749908447
17.111.103.20,192.168.1.239,0,1.0,0,15.402896881103516
17.111.103.20,192.168.1.239,0,1.0,0,15.571668863296509
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,5.81679105758667
192.168.1.239,17.111.103.20,0,0.043593130779392336,2,19.763983726501465
17.57.21.63,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,17.57.21.63,0,0.043593130779392336,2,3.141559839248657
192.168.1.2,224.0.0.251,1,0.04953764861294584,2,57.82258915901184
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.0
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.0
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.227471113204956
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.3941922187805176
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.586449146270752
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.7440102100372314
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,0.9906132221221924
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,1.608633041381836
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,1.7713749408721924
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.011848926544189
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,1.9069900512695312
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.1181981563568115
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.4085230827331543
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.6147892475128174
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.7586052417755127
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,2.937946081161499
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.4488770961761475
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.622750997543335
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.843039989471436
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.658803224563599
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.8109114170074463
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,3.945604085922241
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,4.097933053970337
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,4.242940187454224
192.168.1.239,52.84.125.64,0,0.043593130779392336,2,0.0
192.168.1.239,52.84.125.64,0,0.043593130779392336,2,0.0
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,4.80068826675415
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,4.973229169845581
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,5.218477010726929
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,5.444276332855225
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,5.59655499458313
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,5.881920099258423
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,6.082532167434692
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,6.665750026702881
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,6.878213882446289
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,7.068979978561401
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,6.862280368804932
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,7.0793962478637695
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,7.308286190032959
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,7.522992134094238
52.84.125.64,192.168.1.239,0,0.9867899603698811,0,7.677074193954468
192.168.1.239,52.84.125.64,0,0.043593130779392336,2,3.2780838012695312
153.91.0.59,192.168.1.239,0,0.03963011889035667,0,0.0
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.0
17.33.201.109,192.168.1.239,0,0.05151915455746367,0,0.0
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,1.073328971862793
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,1.3008508682250977
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.6428890228271484
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,0.7920997142791748
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,0.9686059951782228
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,1.197986125946045
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.3759210109710693
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,2.587913990020752
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,2.779230833053589
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,2.101890087127685
34.117.59.81,192.168.1.239,0,0.8698811096433289,0,2.4485907554626465
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.509443998336792
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.735508918762207
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.4975380897521973
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.577322959899902
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
192.168.1.197,192.168.1.239,0,0.11624834874504623,1,63.95976495742798
192.168.1.239,192.168.1.197,0,0.043593130779392336,1,68.39066815376282
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.0
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,1.2493629455566406
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,1.4022681713104248
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.5534632205963135
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,0.7370219230651855
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,0.9008362293243408
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,1.137566089630127
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.401911973953247
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,2.625785112380981
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,2.7922849655151367
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,2.036461114883423
192.168.1.239,23.222.241.38,0,0.10501981505944517,2,0.0
192.168.1.239,23.222.241.38,0,0.10501981505944517,2,0.3537499904632568
192.168.1.239,23.222.241.38,0,0.10568031704095113,2,0.5440289974212646
192.168.1.239,23.222.241.38,0,0.10634081902245707,2,0.7811398506164551
34.117.59.81,192.168.1.239,0,0.9194187582562747,0,3.1683521270751958
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.406354188919067
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.566169023513794
23.222.241.38,192.168.1.239,0,0.043593130779392336,0,0.0
23.222.241.38,192.168.1.239,0,0.043593130779392336,0,0.1927342414855957
23.222.241.38,192.168.1.239,0,0.043593130779392336,0,0.3851902484893799
23.222.241.38,192.168.1.239,0,0.043593130779392336,0,0.5676562786102295
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,4.476906061172485
23.222.241.38,192.168.1.239,0,0.21070013210039631,0,4.235684156417847
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,9.2017240524292
192.168.1.239,23.222.241.38,0,0.043593130779392336,2,6.160089015960693
23.222.241.38,192.168.1.239,0,1.0,0,4.865020275115967
23.222.241.38,192.168.1.239,0,0.9993394980184941,0,5.026897192001343
192.168.1.239,23.222.241.38,0,0.043593130779392336,2,6.712641954421997
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.4780881404876709
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,0.6305041313171387
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.5487139225006104
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,0.7709548473358154
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,0.9806828498840332
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,1.145495891571045
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,1.5985140800476074
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,1.766922950744629
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,1.9750173091888428
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,1.828130960464477
34.117.59.81,192.168.1.239,0,0.8500660501981506,0,2.010936975479126
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.472501277923584
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.6277060508728027
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,2.816815137863159
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.2599992752075195
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,0.8653838634490967
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,1.110205888748169
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.6720161437988281
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.8404591083526611
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,1.0149641036987305
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,1.172450065612793
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,1.356661081314087
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.2333226203918457
192.168.1.239,34.117.59.81,0,0.0964332892998679,2,2.387882709503174
192.168.1.239,34.117.59.81,0,0.16248348745046234,2,2.632014751434326
23.222.241.38,192.168.1.239,0,0.19220607661822986,0,11.202989101409912
23.222.241.38,192.168.1.239,0,0.9359313077939234,0,11.41430115699768
192.168.1.239,23.222.241.38,0,0.043593130779392336,2,13.147175788879396
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,2.855881929397583
34.117.59.81,192.168.1.239,0,0.8771466314398944,0,3.03884220123291
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,3.862313985824585
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.109064817428589
192.168.1.239,34.117.59.81,0,0.05151915455746367,2,0.0
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,3.959896087646485
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,4.856466770172119
34.117.59.81,192.168.1.239,0,0.0488771466314399,0,0.0
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,1.013458013534546
192.168.1.239,34.117.59.81,0,0.38507265521796563,2,1.1963798999786377
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.6204578876495361
34.117.59.81,192.168.1.239,0,0.043593130779392336,0,0.7538299560546875
34.117.59.81,192.168.1.239,0,0.9682959048877147,0,0.9232149124145508
34.117.59.81,192.168.1.239,0,0.4715984147952444,0,1.0946619510650637
34.117.59.81,192.168.1.239,0,0.8388375165125496,0,1.3280720710754397
192.168.1.239,34.117.59.81,0,0.043593130779392336,2,2.3576340675354004
